model,match_id,match,scoreline,actual,action,model_p,implied,diff,hit,pnl
M3 NegBin+Frank,26JUN26EGYIRI,Egypt vs IR Iran,0-2,1-1,BUY,0.0579,0.0083,0.0496,0.0,-0.0083
M3 NegBin+Frank,26JUN26EGYIRI,Egypt vs IR Iran,1-0,1-1,BUY,0.1421,0.0083,0.1338,0.0,-0.0083
M3 NegBin+Frank,26JUN26EGYIRI,Egypt vs IR Iran,1-1,1-1,SELL,0.1349,0.2727,-0.1379,1.0,-0.7273
M3 NegBin+Frank,26JUN26EGYIRI,Egypt vs IR Iran,1-2,1-1,SELL,0.0613,0.1322,-0.0709,0.0,0.1322
M3 NegBin+Frank,26JUN26EGYIRI,Egypt vs IR Iran,2-0,1-1,BUY,0.0524,0.0083,0.0441,0.0,-0.0083
M3 NegBin+Frank,26JUN26EGYIRI,Egypt vs IR Iran,2-1,1-1,SELL,0.0582,0.1818,-0.1236,0.0,0.1818
M3 NegBin+Frank,26JUN26EGYIRI,Egypt vs IR Iran,2-2,1-1,SELL,0.0297,0.0992,-0.0695,0.0,0.0992
M3 NegBin+Frank,26JUN26EGYIRI,Egypt vs IR Iran,2-3,1-1,SELL,0.0093,0.0331,-0.0238,0.0,0.0331
M3 NegBin+Frank,26JUN26EGYIRI,Egypt vs IR Iran,3-1,1-1,SELL,0.0165,0.0661,-0.0496,0.0,0.0661
M3 NegBin+Frank,26JUN26EGYIRI,Egypt vs IR Iran,3-2,1-1,SELL,0.0088,0.0413,-0.0325,0.0,0.0413
M4 NegBin+Frank (calib 1X2),26JUN26EGYIRI,Egypt vs IR Iran,0-0,1-1,BUY,0.1787,0.0083,0.1704,0.0,-0.0083
M4 NegBin+Frank (calib 1X2),26JUN26EGYIRI,Egypt vs IR Iran,0-1,1-1,BUY,0.1261,0.0083,0.1178,0.0,-0.0083
M4 NegBin+Frank (calib 1X2),26JUN26EGYIRI,Egypt vs IR Iran,0-2,1-1,BUY,0.0472,0.0083,0.039,0.0,-0.0083
M4 NegBin+Frank (calib 1X2),26JUN26EGYIRI,Egypt vs IR Iran,1-0,1-1,BUY,0.1509,0.0083,0.1426,0.0,-0.0083
M4 NegBin+Frank (calib 1X2),26JUN26EGYIRI,Egypt vs IR Iran,1-1,1-1,SELL,0.1354,0.2727,-0.1374,1.0,-0.7273
M4 NegBin+Frank (calib 1X2),26JUN26EGYIRI,Egypt vs IR Iran,1-2,1-1,SELL,0.0589,0.1322,-0.0734,0.0,0.1322
M4 NegBin+Frank (calib 1X2),26JUN26EGYIRI,Egypt vs IR Iran,2-0,1-1,BUY,0.0659,0.0083,0.0576,0.0,-0.0083
M4 NegBin+Frank (calib 1X2),26JUN26EGYIRI,Egypt vs IR Iran,2-1,1-1,SELL,0.0702,0.1818,-0.1117,0.0,0.1818
M4 NegBin+Frank (calib 1X2),26JUN26EGYIRI,Egypt vs IR Iran,2-2,1-1,SELL,0.0345,0.0992,-0.0647,0.0,0.0992
M4 NegBin+Frank (calib 1X2),26JUN26EGYIRI,Egypt vs IR Iran,2-3,1-1,SELL,0.0105,0.0331,-0.0226,0.0,0.0331
M4 NegBin+Frank (calib 1X2),26JUN26EGYIRI,Egypt vs IR Iran,3-1,1-1,SELL,0.0238,0.0661,-0.0423,0.0,0.0661
M4 NegBin+Frank (calib 1X2),26JUN26EGYIRI,Egypt vs IR Iran,3-2,1-1,SELL,0.0124,0.0413,-0.029,0.0,0.0413
M5 NegBin+Frank (calib 1X2+O/U),26JUN26EGYIRI,Egypt vs IR Iran,0-0,1-1,BUY,0.1569,0.0083,0.1486,0.0,-0.0083
M5 NegBin+Frank (calib 1X2+O/U),26JUN26EGYIRI,Egypt vs IR Iran,0-1,1-1,BUY,0.1186,0.0083,0.1104,0.0,-0.0083
M5 NegBin+Frank (calib 1X2+O/U),26JUN26EGYIRI,Egypt vs IR Iran,0-2,1-1,BUY,0.0473,0.0083,0.039,0.0,-0.0083
M5 NegBin+Frank (calib 1X2+O/U),26JUN26EGYIRI,Egypt vs IR Iran,1-0,1-1,BUY,0.1428,0.0083,0.1346,0.0,-0.0083
M5 NegBin+Frank (calib 1X2+O/U),26JUN26EGYIRI,Egypt vs IR Iran,1-1,1-1,SELL,0.1353,0.2727,-0.1374,1.0,-0.7273
M5 NegBin+Frank (calib 1X2+O/U),26JUN26EGYIRI,Egypt vs IR Iran,1-2,1-1,SELL,0.0625,0.1322,-0.0697,0.0,0.1322
M5 NegBin+Frank (calib 1X2+O/U),26JUN26EGYIRI,Egypt vs IR Iran,2-0,1-1,BUY,0.0667,0.0083,0.0584,0.0,-0.0083
M5 NegBin+Frank (calib 1X2+O/U),26JUN26EGYIRI,Egypt vs IR Iran,2-1,1-1,SELL,0.075,0.1818,-0.1069,0.0,0.1818
M5 NegBin+Frank (calib 1X2+O/U),26JUN26EGYIRI,Egypt vs IR Iran,2-2,1-1,SELL,0.0393,0.0992,-0.0599,0.0,0.0992
M5 NegBin+Frank (calib 1X2+O/U),26JUN26EGYIRI,Egypt vs IR Iran,2-3,1-1,SELL,0.0128,0.0331,-0.0202,0.0,0.0331
M5 NegBin+Frank (calib 1X2+O/U),26JUN26EGYIRI,Egypt vs IR Iran,3-1,1-1,SELL,0.0273,0.0661,-0.0388,0.0,0.0661
M5 NegBin+Frank (calib 1X2+O/U),26JUN26EGYIRI,Egypt vs IR Iran,3-2,1-1,SELL,0.0153,0.0413,-0.0261,0.0,0.0413
M3 NegBin+Frank,26JUN27COLPOR,Colombia vs Portugal,0-0,0-0,BUY,0.1127,0.0813,0.0314,1.0,0.9187
M4 NegBin+Frank (calib 1X2),26JUN27COLPOR,Colombia vs Portugal,0-0,0-0,SELL,0.0402,0.0813,-0.0411,1.0,-0.9187
M4 NegBin+Frank (calib 1X2),26JUN27COLPOR,Colombia vs Portugal,0-1,0-0,SELL,0.0732,0.1138,-0.0406,0.0,0.1138
M4 NegBin+Frank (calib 1X2),26JUN27COLPOR,Colombia vs Portugal,1-0,0-0,SELL,0.0456,0.0894,-0.0438,0.0,0.0894
M4 NegBin+Frank (calib 1X2),26JUN27COLPOR,Colombia vs Portugal,1-1,0-0,SELL,0.0927,0.1138,-0.0212,0.0,0.1138
M4 NegBin+Frank (calib 1X2),26JUN27COLPOR,Colombia vs Portugal,1-3,0-0,BUY,0.0614,0.0407,0.0207,0.0,-0.0407
M4 NegBin+Frank (calib 1X2),26JUN27COLPOR,Colombia vs Portugal,2-3,0-0,BUY,0.0491,0.0244,0.0247,0.0,-0.0244
M5 NegBin+Frank (calib 1X2+O/U),26JUN27COLPOR,Colombia vs Portugal,0-0,0-0,BUY,0.3581,0.0813,0.2768,1.0,0.9187
M5 NegBin+Frank (calib 1X2+O/U),26JUN27COLPOR,Colombia vs Portugal,0-1,0-0,BUY,0.2298,0.1138,0.116,0.0,-0.1138
M5 NegBin+Frank (calib 1X2+O/U),26JUN27COLPOR,Colombia vs Portugal,1-2,0-0,SELL,0.0396,0.0976,-0.058,0.0,0.0976
M5 NegBin+Frank (calib 1X2+O/U),26JUN27COLPOR,Colombia vs Portugal,1-3,0-0,SELL,0.0099,0.0407,-0.0307,0.0,0.0407
M5 NegBin+Frank (calib 1X2+O/U),26JUN27COLPOR,Colombia vs Portugal,1-4,0-0,SELL,0.0018,0.0244,-0.0226,0.0,0.0244
M5 NegBin+Frank (calib 1X2+O/U),26JUN27COLPOR,Colombia vs Portugal,2-1,0-0,SELL,0.019,0.065,-0.0461,0.0,0.065
M5 NegBin+Frank (calib 1X2+O/U),26JUN27COLPOR,Colombia vs Portugal,2-2,0-0,SELL,0.0082,0.0488,-0.0405,0.0,0.0488
M5 NegBin+Frank (calib 1X2+O/U),26JUN27COLPOR,Colombia vs Portugal,2-3,0-0,SELL,0.0021,0.0244,-0.0223,0.0,0.0244
M5 NegBin+Frank (calib 1X2+O/U),26JUN27COLPOR,Colombia vs Portugal,3-2,0-0,SELL,0.0011,0.0244,-0.0233,0.0,0.0244
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,0-0,3-1,BUY,0.217,0.0083,0.2087,0.0,-0.0083
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,0-2,3-1,SELL,0.0158,0.0744,-0.0586,0.0,0.0744
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,0-3,3-1,SELL,0.0024,0.0248,-0.0224,0.0,0.0248
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,1-0,3-1,BUY,0.2287,0.0083,0.2204,0.0,-0.0083
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,1-1,3-1,SELL,0.105,0.1405,-0.0355,0.0,0.1405
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,1-2,3-1,SELL,0.024,0.0992,-0.0752,0.0,0.0992
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,1-3,3-1,SELL,0.0037,0.0331,-0.0293,0.0,0.0331
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,2-0,3-1,BUY,0.1212,0.0083,0.113,0.0,-0.0083
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,2-1,3-1,SELL,0.0698,0.1322,-0.0624,0.0,0.1322
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,2-2,3-1,SELL,0.0175,0.0826,-0.0652,0.0,0.0826
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,2-3,3-1,SELL,0.0028,0.0331,-0.0303,0.0,0.0331
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,3-0,3-1,BUY,0.045,0.0083,0.0367,0.0,-0.0083
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,3-1,3-1,SELL,0.029,0.0579,-0.0288,1.0,-0.9421
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,3-2,3-1,SELL,0.0077,0.0413,-0.0337,0.0,0.0413
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,4-2,3-1,SELL,0.0024,0.0248,-0.0224,0.0,0.0248
M4 NegBin+Frank (calib 1X2),26JUN27CODUZB,Congo DR vs Uzbekistan,0-0,3-1,BUY,0.0858,0.0083,0.0776,0.0,-0.0083
M4 NegBin+Frank (calib 1X2),26JUN27CODUZB,Congo DR vs Uzbekistan,0-1,3-1,BUY,0.1109,0.0661,0.0448,0.0,-0.0661
M4 NegBin+Frank (calib 1X2),26JUN27CODUZB,Congo DR vs Uzbekistan,1-0,3-1,BUY,0.0792,0.0083,0.071,0.0,-0.0083
M4 NegBin+Frank (calib 1X2),26JUN27CODUZB,Congo DR vs Uzbekistan,2-0,3-1,BUY,0.0376,0.0083,0.0293,0.0,-0.0083
M4 NegBin+Frank (calib 1X2),26JUN27CODUZB,Congo DR vs Uzbekistan,2-1,3-1,SELL,0.0657,0.1322,-0.0665,0.0,0.1322
M4 NegBin+Frank (calib 1X2),26JUN27CODUZB,Congo DR vs Uzbekistan,2-2,3-1,SELL,0.0573,0.0826,-0.0253,0.0,0.0826
M4 NegBin+Frank (calib 1X2),26JUN27CODUZB,Congo DR vs Uzbekistan,3-1,3-1,SELL,0.0244,0.0579,-0.0334,1.0,-0.9421
M4 NegBin+Frank (calib 1X2),26JUN27CODUZB,Congo DR vs Uzbekistan,4-0,3-1,SELL,0.0037,0.0248,-0.0211,0.0,0.0248
M5 NegBin+Frank (calib 1X2+O/U),26JUN27CODUZB,Congo DR vs Uzbekistan,0-0,3-1,BUY,0.1167,0.0083,0.1084,0.0,-0.0083
M5 NegBin+Frank (calib 1X2+O/U),26JUN27CODUZB,Congo DR vs Uzbekistan,0-1,3-1,BUY,0.1344,0.0661,0.0683,0.0,-0.0661
M5 NegBin+Frank (calib 1X2+O/U),26JUN27CODUZB,Congo DR vs Uzbekistan,1-0,3-1,BUY,0.0909,0.0083,0.0827,0.0,-0.0083
M5 NegBin+Frank (calib 1X2+O/U),26JUN27CODUZB,Congo DR vs Uzbekistan,2-0,3-1,BUY,0.0374,0.0083,0.0291,0.0,-0.0083
M5 NegBin+Frank (calib 1X2+O/U),26JUN27CODUZB,Congo DR vs Uzbekistan,2-1,3-1,SELL,0.0604,0.1322,-0.0718,0.0,0.1322
M5 NegBin+Frank (calib 1X2+O/U),26JUN27CODUZB,Congo DR vs Uzbekistan,2-2,3-1,SELL,0.048,0.0826,-0.0346,0.0,0.0826
M5 NegBin+Frank (calib 1X2+O/U),26JUN27CODUZB,Congo DR vs Uzbekistan,3-1,3-1,SELL,0.0195,0.0579,-0.0384,1.0,-0.9421
M5 NegBin+Frank (calib 1X2+O/U),26JUN27CODUZB,Congo DR vs Uzbekistan,3-2,3-1,SELL,0.0165,0.0413,-0.0249,0.0,0.0413
M5 NegBin+Frank (calib 1X2+O/U),26JUN27CODUZB,Congo DR vs Uzbekistan,4-0,3-1,SELL,0.0028,0.0248,-0.022,0.0,0.0248
M5 NegBin+Frank (calib 1X2+O/U),26JUN27CODUZB,Congo DR vs Uzbekistan,4-2,3-1,SELL,0.0042,0.0248,-0.0206,0.0,0.0248
M3 NegBin+Frank,26JUN27DZAAUT,Algeria vs Austria,0-0,3-3,BUY,0.0933,0.0079,0.0854,0.0,-0.0079
M3 NegBin+Frank,26JUN27DZAAUT,Algeria vs Austria,0-1,3-3,BUY,0.1069,0.0079,0.0989,0.0,-0.0079
M3 NegBin+Frank,26JUN27DZAAUT,Algeria vs Austria,0-2,3-3,BUY,0.061,0.0079,0.0531,0.0,-0.0079
M3 NegBin+Frank,26JUN27DZAAUT,Algeria vs Austria,1-0,3-3,BUY,0.092,0.0079,0.0841,0.0,-0.0079
M3 NegBin+Frank,26JUN27DZAAUT,Algeria vs Austria,1-1,3-3,SELL,0.1263,0.3175,-0.1912,0.0,0.3175
M3 NegBin+Frank,26JUN27DZAAUT,Algeria vs Austria,1-2,3-3,SELL,0.0849,0.1667,-0.0817,0.0,0.1667
M3 NegBin+Frank,26JUN27DZAAUT,Algeria vs Austria,2-0,3-3,BUY,0.0462,0.0079,0.0382,0.0,-0.0079
M3 NegBin+Frank,26JUN27DZAAUT,Algeria vs Austria,2-1,3-3,SELL,0.0733,0.1429,-0.0695,0.0,0.1429
M3 NegBin+Frank,26JUN27DZAAUT,Algeria vs Austria,2-2,3-3,SELL,0.0572,0.0952,-0.0381,0.0,0.0952
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,0-0,3-3,BUY,0.3251,0.0079,0.3172,0.0,-0.0079
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,0-1,3-3,BUY,0.1653,0.0079,0.1574,0.0,-0.0079
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,0-2,3-3,BUY,0.0455,0.0079,0.0376,0.0,-0.0079
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,1-0,3-3,BUY,0.1653,0.0079,0.1574,0.0,-0.0079
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,1-1,3-3,SELL,0.1172,0.3175,-0.2003,0.0,0.3175
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,1-2,3-3,SELL,0.0378,0.1667,-0.1289,0.0,0.1667
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,1-3,3-3,SELL,0.0078,0.0476,-0.0398,0.0,0.0476
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,2-0,3-3,BUY,0.0455,0.0079,0.0376,0.0,-0.0079
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,2-1,3-3,SELL,0.0378,0.1429,-0.1051,0.0,0.1429
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,2-2,3-3,SELL,0.0133,0.0952,-0.0819,0.0,0.0952
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,2-3,3-3,SELL,0.0028,0.0317,-0.0289,0.0,0.0317
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,3-1,3-3,SELL,0.0078,0.0317,-0.0239,0.0,0.0317
M4 NegBin+Frank (calib 1X2),26JUN27DZAAUT,Algeria vs Austria,3-2,3-3,SELL,0.0028,0.0238,-0.021,0.0,0.0238
M5 NegBin+Frank (calib 1X2+O/U),26JUN27DZAAUT,Algeria vs Austria,0-0,3-3,BUY,0.0933,0.0079,0.0854,0.0,-0.0079
M5 NegBin+Frank (calib 1X2+O/U),26JUN27DZAAUT,Algeria vs Austria,0-1,3-3,BUY,0.1069,0.0079,0.0989,0.0,-0.0079
M5 NegBin+Frank (calib 1X2+O/U),26JUN27DZAAUT,Algeria vs Austria,0-2,3-3,BUY,0.061,0.0079,0.0531,0.0,-0.0079
M5 NegBin+Frank (calib 1X2+O/U),26JUN27DZAAUT,Algeria vs Austria,1-0,3-3,BUY,0.092,0.0079,0.0841,0.0,-0.0079
M5 NegBin+Frank (calib 1X2+O/U),26JUN27DZAAUT,Algeria vs Austria,1-1,3-3,SELL,0.1263,0.3175,-0.1912,0.0,0.3175
M5 NegBin+Frank (calib 1X2+O/U),26JUN27DZAAUT,Algeria vs Austria,1-2,3-3,SELL,0.0849,0.1667,-0.0817,0.0,0.1667
M5 NegBin+Frank (calib 1X2+O/U),26JUN27DZAAUT,Algeria vs Austria,2-0,3-3,BUY,0.0462,0.0079,0.0382,0.0,-0.0079
M5 NegBin+Frank (calib 1X2+O/U),26JUN27DZAAUT,Algeria vs Austria,2-1,3-3,SELL,0.0733,0.1429,-0.0695,0.0,0.1429
M5 NegBin+Frank (calib 1X2+O/U),26JUN27DZAAUT,Algeria vs Austria,2-2,3-3,SELL,0.0572,0.0952,-0.0381,0.0,0.0952
M3 NegBin+Frank,26JUN27JORARG,Jordan vs Argentina,0-0,1-3,BUY,0.0457,0.0081,0.0376,0.0,-0.0081
M3 NegBin+Frank,26JUN27JORARG,Jordan vs Argentina,0-1,1-3,BUY,0.1253,0.0081,0.1172,0.0,-0.0081
M3 NegBin+Frank,26JUN27JORARG,Jordan vs Argentina,0-2,1-3,BUY,0.169,0.122,0.0471,0.0,-0.122
M3 NegBin+Frank,26JUN27JORARG,Jordan vs Argentina,0-3,1-3,SELL,0.151,0.2114,-0.0604,0.0,0.2114
M3 NegBin+Frank,26JUN27JORARG,Jordan vs Argentina,0-4,1-3,SELL,0.1022,0.187,-0.0848,0.0,0.187
M3 NegBin+Frank,26JUN27JORARG,Jordan vs Argentina,0-5,1-3,SELL,0.0565,0.1057,-0.0491,0.0,0.1057
M4 NegBin+Frank (calib 1X2),26JUN27JORARG,Jordan vs Argentina,0-1,1-3,BUY,0.0478,0.0081,0.0397,0.0,-0.0081
M4 NegBin+Frank (calib 1X2),26JUN27JORARG,Jordan vs Argentina,0-2,1-3,SELL,0.0808,0.122,-0.0411,0.0,0.122
M4 NegBin+Frank (calib 1X2),26JUN27JORARG,Jordan vs Argentina,0-3,1-3,SELL,0.089,0.2114,-0.1224,0.0,0.2114
M4 NegBin+Frank (calib 1X2),26JUN27JORARG,Jordan vs Argentina,0-4,1-3,SELL,0.0731,0.187,-0.1139,0.0,0.187
M4 NegBin+Frank (calib 1X2),26JUN27JORARG,Jordan vs Argentina,0-5,1-3,SELL,0.049,0.1057,-0.0567,0.0,0.1057
M4 NegBin+Frank (calib 1X2),26JUN27JORARG,Jordan vs Argentina,1-5,1-3,BUY,0.053,0.0163,0.0368,0.0,-0.0163
M4 NegBin+Frank (calib 1X2),26JUN27JORARG,Jordan vs Argentina,2-3,1-3,BUY,0.0321,0.0081,0.024,0.0,-0.0081
M4 NegBin+Frank (calib 1X2),26JUN27JORARG,Jordan vs Argentina,2-4,1-3,BUY,0.0331,0.0081,0.0249,0.0,-0.0081
M5 NegBin+Frank (calib 1X2+O/U),26JUN27JORARG,Jordan vs Argentina,0-2,1-3,SELL,0.0522,0.122,-0.0698,0.0,0.122
M5 NegBin+Frank (calib 1X2+O/U),26JUN27JORARG,Jordan vs Argentina,0-3,1-3,SELL,0.0889,0.2114,-0.1225,0.0,0.2114
M5 NegBin+Frank (calib 1X2+O/U),26JUN27JORARG,Jordan vs Argentina,0-4,1-3,SELL,0.1127,0.187,-0.0743,0.0,0.187
M5 NegBin+Frank (calib 1X2+O/U),26JUN27JORARG,Jordan vs Argentina,0-6,1-3,BUY,0.0962,0.0407,0.0556,0.0,-0.0407
M5 NegBin+Frank (calib 1X2+O/U),26JUN27JORARG,Jordan vs Argentina,0-7,1-3,BUY,0.0705,0.0081,0.0624,0.0,-0.0081
M5 NegBin+Frank (calib 1X2+O/U),26JUN27JORARG,Jordan vs Argentina,1-2,1-3,SELL,0.0161,0.0407,-0.0246,0.0,0.0407
M5 NegBin+Frank (calib 1X2+O/U),26JUN27JORARG,Jordan vs Argentina,1-3,1-3,SELL,0.0296,0.065,-0.0354,1.0,-0.935
M5 NegBin+Frank (calib 1X2+O/U),26JUN27JORARG,Jordan vs Argentina,1-5,1-3,BUY,0.0487,0.0163,0.0324,0.0,-0.0163
M5 NegBin+Frank (calib 1X2+O/U),26JUN27JORARG,Jordan vs Argentina,1-6,1-3,BUY,0.0468,0.0163,0.0305,0.0,-0.0163
M5 NegBin+Frank (calib 1X2+O/U),26JUN27JORARG,Jordan vs Argentina,1-7,1-3,BUY,0.0381,0.0081,0.03,0.0,-0.0081
M3 NegBin+Frank,26JUN28RSACAN,South Africa vs Canada,0-0,0-1,SELL,0.1905,0.2155,-0.025,0.0,0.2155
M3 NegBin+Frank,26JUN28RSACAN,South Africa vs Canada,0-3,0-1,BUY,0.0418,0.0172,0.0245,0.0,-0.0172
M3 NegBin+Frank,26JUN28RSACAN,South Africa vs Canada,1-0,0-1,SELL,0.0833,0.1034,-0.0201,0.0,0.1034
M3 NegBin+Frank,26JUN28RSACAN,South Africa vs Canada,1-2,0-1,BUY,0.0775,0.0517,0.0258,0.0,-0.0517
M4 NegBin+Frank (calib 1X2),26JUN28RSACAN,South Africa vs Canada,0-0,0-1,BUY,0.2471,0.2155,0.0316,0.0,-0.2155
M5 NegBin+Frank (calib 1X2+O/U),26JUN28RSACAN,South Africa vs Canada,0-0,0-1,BUY,0.3828,0.2155,0.1673,0.0,-0.2155
M5 NegBin+Frank (calib 1X2+O/U),26JUN28RSACAN,South Africa vs Canada,0-1,0-1,BUY,0.244,0.1983,0.0458,1.0,0.8017
M5 NegBin+Frank (calib 1X2+O/U),26JUN28RSACAN,South Africa vs Canada,1-1,0-1,SELL,0.0873,0.1121,-0.0248,0.0,0.1121
M5 NegBin+Frank (calib 1X2+O/U),26JUN28RSACAN,South Africa vs Canada,2-1,0-1,SELL,0.0141,0.0345,-0.0203,0.0,0.0345
M3 NegBin+Frank,26JUN29BRAJPN,Brazil vs Japan,0-0,2-1,BUY,0.1248,0.0084,0.1164,0.0,-0.0084
M3 NegBin+Frank,26JUN29BRAJPN,Brazil vs Japan,0-1,2-1,SELL,0.1136,0.1849,-0.0713,0.0,0.1849
M3 NegBin+Frank,26JUN29BRAJPN,Brazil vs Japan,0-2,2-1,SELL,0.0531,0.0756,-0.0225,0.0,0.0756
M3 NegBin+Frank,26JUN29BRAJPN,Brazil vs Japan,1-0,2-1,BUY,0.1188,0.0084,0.1104,0.0,-0.0084
M3 NegBin+Frank,26JUN29BRAJPN,Brazil vs Japan,1-1,2-1,SELL,0.1337,0.2269,-0.0932,0.0,0.2269
M3 NegBin+Frank,26JUN29BRAJPN,Brazil vs Japan,2-0,2-1,BUY,0.0577,0.0084,0.0493,0.0,-0.0084
M3 NegBin+Frank,26JUN29BRAJPN,Brazil vs Japan,2-1,2-1,SELL,0.0767,0.1261,-0.0493,1.0,-0.8739
M4 NegBin+Frank (calib 1X2),26JUN29BRAJPN,Brazil vs Japan,0-0,2-1,BUY,0.1405,0.0084,0.1321,0.0,-0.0084
M4 NegBin+Frank (calib 1X2),26JUN29BRAJPN,Brazil vs Japan,0-1,2-1,SELL,0.1543,0.1849,-0.0306,0.0,0.1849
M4 NegBin+Frank (calib 1X2),26JUN29BRAJPN,Brazil vs Japan,1-0,2-1,BUY,0.0938,0.0084,0.0854,0.0,-0.0084
M4 NegBin+Frank (calib 1X2),26JUN29BRAJPN,Brazil vs Japan,1-1,2-1,SELL,0.1287,0.2269,-0.0982,0.0,0.2269
M4 NegBin+Frank (calib 1X2),26JUN29BRAJPN,Brazil vs Japan,1-3,2-1,BUY,0.0375,0.0168,0.0207,0.0,-0.0168
M4 NegBin+Frank (calib 1X2),26JUN29BRAJPN,Brazil vs Japan,2-0,2-1,BUY,0.0338,0.0084,0.0254,0.0,-0.0084
M4 NegBin+Frank (calib 1X2),26JUN29BRAJPN,Brazil vs Japan,2-1,2-1,SELL,0.053,0.1261,-0.0731,1.0,-0.8739
M4 NegBin+Frank (calib 1X2),26JUN29BRAJPN,Brazil vs Japan,3-1,2-1,SELL,0.0149,0.042,-0.0271,0.0,0.042
M5 NegBin+Frank (calib 1X2+O/U),26JUN29BRAJPN,Brazil vs Japan,0-0,2-1,BUY,0.0603,0.0084,0.0519,0.0,-0.0084
M5 NegBin+Frank (calib 1X2+O/U),26JUN29BRAJPN,Brazil vs Japan,0-1,2-1,SELL,0.0953,0.1849,-0.0896,0.0,0.1849
M5 NegBin+Frank (calib 1X2+O/U),26JUN29BRAJPN,Brazil vs Japan,0-3,2-1,BUY,0.0385,0.0168,0.0217,0.0,-0.0168
M5 NegBin+Frank (calib 1X2+O/U),26JUN29BRAJPN,Brazil vs Japan,1-0,2-1,BUY,0.0589,0.0084,0.0505,0.0,-0.0084
M5 NegBin+Frank (calib 1X2+O/U),26JUN29BRAJPN,Brazil vs Japan,1-1,2-1,SELL,0.1071,0.2269,-0.1198,0.0,0.2269
M5 NegBin+Frank (calib 1X2+O/U),26JUN29BRAJPN,Brazil vs Japan,1-3,2-1,BUY,0.0569,0.0168,0.0401,0.0,-0.0168
M5 NegBin+Frank (calib 1X2+O/U),26JUN29BRAJPN,Brazil vs Japan,2-0,2-1,BUY,0.0294,0.0084,0.021,0.0,-0.0084
M5 NegBin+Frank (calib 1X2+O/U),26JUN29BRAJPN,Brazil vs Japan,2-1,2-1,SELL,0.0596,0.1261,-0.0664,1.0,-0.8739
M3 NegBin+Frank,26JUN29GERPAR,Germany vs Paraguay,1-0,1-1,SELL,0.1206,0.1732,-0.0527,0.0,0.1732
M3 NegBin+Frank,26JUN29GERPAR,Germany vs Paraguay,1-1,1-1,BUY,0.1074,0.0709,0.0366,1.0,0.9291
M3 NegBin+Frank,26JUN29GERPAR,Germany vs Paraguay,1-2,1-1,BUY,0.0483,0.0236,0.0247,0.0,-0.0236
M3 NegBin+Frank,26JUN29GERPAR,Germany vs Paraguay,2-0,1-1,SELL,0.0931,0.1496,-0.0565,0.0,0.1496
M3 NegBin+Frank,26JUN29GERPAR,Germany vs Paraguay,2-2,1-1,BUY,0.0511,0.0236,0.0274,0.0,-0.0236
M3 NegBin+Frank,26JUN29GERPAR,Germany vs Paraguay,3-0,1-1,SELL,0.0496,0.0709,-0.0213,0.0,0.0709
M5 NegBin+Frank (calib 1X2+O/U),26JUN29GERPAR,Germany vs Paraguay,0-0,1-1,SELL,0.0485,0.0945,-0.046,0.0,0.0945
M5 NegBin+Frank (calib 1X2+O/U),26JUN29GERPAR,Germany vs Paraguay,1-0,1-1,SELL,0.1137,0.1732,-0.0596,0.0,0.1732
M5 NegBin+Frank (calib 1X2+O/U),26JUN29GERPAR,Germany vs Paraguay,2-0,1-1,SELL,0.1288,0.1496,-0.0208,0.0,0.1496
